"timestamp","cpu","ramTotal","ramUsada","discoTotal","discoUsado","numProcessos","codigoMaquina","top5Processos"
"2025-10-14 18:01:49",15.6,15.61,70,447.45,91,349,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2221.6}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 34.9}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 20.2}, {""name"": ""audiodg.exe"", ""pid"": 7004, ""cpu_percent"": 16.7}, {""name"": ""Discord.exe"", ""pid"": 15236, ""cpu_percent"": 15.4}]"
"2025-10-14 18:02:00",6.6,15.61,69.7,447.45,91,347,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2225.3}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 33.6}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 23.0}, {""name"": ""System"", ""pid"": 4, ""cpu_percent"": 16.8}, {""name"": ""dwm.exe"", ""pid"": 8492, ""cpu_percent"": 12.6}]"
"2025-10-14 18:02:12",12,15.61,70.2,447.45,91,348,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2240.1}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 34.3}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 18.1}, {""name"": ""Discord.exe"", ""pid"": 15236, ""cpu_percent"": 14.2}, {""name"": ""audiodg.exe"", ""pid"": 7004, ""cpu_percent"": 13.5}]"
"2025-10-14 18:02:24",7.2,15.61,70.1,447.45,91,349,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2184.5}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 32.5}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 25.3}, {""name"": ""System"", ""pid"": 4, ""cpu_percent"": 17.4}, {""name"": ""chrome.exe"", ""pid"": 7616, ""cpu_percent"": 16.8}]"
"2025-10-14 18:02:36",4.6,15.61,69.8,447.45,91,349,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2277.7}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 24.7}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 16.8}, {""name"": ""System"", ""pid"": 4, ""cpu_percent"": 12.6}, {""name"": ""Discord.exe"", ""pid"": 15236, ""cpu_percent"": 11.3}]"
"2025-10-14 18:02:48",9.1,15.61,69.8,447.45,91,350,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2198.4}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 30.9}, {""name"": ""System"", ""pid"": 4, ""cpu_percent"": 21.2}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 20.2}, {""name"": ""chrome.exe"", ""pid"": 7616, ""cpu_percent"": 18.7}]"
"2025-10-14 18:02:59",5.1,15.61,68.4,447.45,91,348,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2220.8}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 24.9}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 23.7}, {""name"": ""System"", ""pid"": 4, ""cpu_percent"": 17.8}, {""name"": ""Discord.exe"", ""pid"": 15236, ""cpu_percent"": 15.3}]"
"2025-10-14 18:03:11",5.2,15.61,68.6,447.45,91,347,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2244.0}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 25.5}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 20.9}, {""name"": ""chrome.exe"", ""pid"": 7616, ""cpu_percent"": 19.7}, {""name"": ""System"", ""pid"": 4, ""cpu_percent"": 14.1}]"
"2025-10-14 18:03:23",7.5,15.61,67.9,447.45,91,345,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2223.5}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 28.2}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 20.6}, {""name"": ""System"", ""pid"": 4, ""cpu_percent"": 11.4}, {""name"": ""chrome.exe"", ""pid"": 7616, ""cpu_percent"": 11.4}]"
"2025-10-14 18:03:35",6.5,15.61,68.4,447.45,91,344,"COD001","[{""name"": ""System Idle Process"", ""pid"": 0, ""cpu_percent"": 2231.0}, {""name"": ""chrome.exe"", ""pid"": 4128, ""cpu_percent"": 30.1}, {""name"": ""chrome.exe"", ""pid"": 24660, ""cpu_percent"": 29.8}, {""name"": ""Discord.exe"", ""pid"": 15236, ""cpu_percent"": 16.7}, {""name"": ""audiodg.exe"", ""pid"": 7004, ""cpu_percent"": 13.1}]"
